claim_id	row_fingerprint	kind	specs	mysql_fixtures	native_tests	application_runners	ci_tiers
claim-0167	75305db39aaf86df	mysql	docs/specs/baseline-internal-session-system-variables/specs.md	packages/libmylite/tests/mysql_baseline_internal_session_system_variables_expectations.sh	packages/libmylite/tests/runtime_internal_session_system_variables_test.c	-	pr-native;nightly-mysql
claim-0168	129f2b390ddc8923	mysql	docs/specs/baseline-resource-tuning-system-variables/specs.md	packages/libmylite/tests/mysql_baseline_resource_tuning_system_variables_expectations.sh	packages/libmylite/tests/runtime_resource_tuning_system_variables_test.c	-	pr-native;nightly-mysql
claim-0169	2dc6f424449d2209	mysql	docs/specs/baseline-sql-generate-invisible-primary-key-system-variable/specs.md	packages/libmylite/tests/mysql_baseline_sql_generate_invisible_primary_key_system_variable_expectations.sh	packages/libmylite/tests/runtime_sql_generate_invisible_primary_key_system_variable_test.c	-	pr-native;nightly-mysql
claim-0170	b4ed18c61bc6ee88	mysql	docs/specs/baseline-diagnostics-code-order/specs.md	packages/libmylite/tests/mysql_baseline_diagnostics_code_order_expectations.sh	packages/libmylite/tests/runtime_diagnostics_code_order_test.c	-	pr-native;nightly-mysql
claim-0171	f2d9a6b90c125a2c	mysql	docs/specs/baseline-max-error-count-system-variable/specs.md	packages/libmylite/tests/mysql_baseline_max_error_count_system_variable_expectations.sh	packages/libmylite/tests/runtime_max_error_count_system_variable_test.c	-	pr-native;nightly-mysql
claim-0172	9413514cde6b4611	mysql	docs/specs/baseline-max-error-count-system-variable/specs.md	packages/libmylite/tests/mysql_baseline_max_error_count_system_variable_expectations.sh	packages/libmylite/tests/runtime_max_error_count_system_variable_test.c	-	pr-native;nightly-mysql
claim-0173	df9833d181c74530	mysql	docs/specs/baseline-scalar-result-column-metadata/specs.md	packages/libmylite/tests/mysql_baseline_scalar_result_column_metadata_expectations.sh	packages/libmylite/tests/runtime_result_column_metadata_test.c	-	pr-native;nightly-mysql
claim-0174	573d71b2e4c0b298	mysql	docs/specs/baseline-show-engine-status/specs.md	packages/libmylite/tests/mysql_baseline_show_engine_status_expectations.sh	packages/libmylite/tests/runtime_innodb_engine_surface_test.c	-	pr-native;nightly-mysql
claim-0175	86a7e86040654f34	mysql	docs/specs/baseline-show-engine-status/specs.md	packages/libmylite/tests/mysql_baseline_show_engine_status_expectations.sh	packages/libmylite/tests/runtime_innodb_engine_surface_test.c	-	pr-native;nightly-mysql
claim-0176	b20ac93b3ee62246	mysql	docs/specs/baseline-innodb-engine-surface/specs.md	packages/libmylite/tests/mysql_baseline_innodb_engine_surface_expectations.sh	packages/libmylite/tests/runtime_innodb_engine_surface_test.c	-	pr-native;nightly-mysql
claim-0177	eada5e3098dc9661	mysql	docs/specs/baseline-show-relaylog-events/specs.md	packages/libmylite/tests/mysql_baseline_show_replica_metadata_expectations.sh	packages/libmylite/tests/runtime_show_replica_metadata_test.c	-	pr-native;nightly-mysql
claim-0178	98081fc450a596e0	mysql	docs/specs/baseline-schema-default-charset-collation/specs.md	packages/libmylite/tests/mysql_baseline_schema_default_charset_collation_expectations.sh	packages/libmylite/tests/runtime_schema_default_charset_collation_test.c	-	pr-native;nightly-mysql
claim-0179	6c4eb368ad0ae2b6	mysql	docs/specs/baseline-table-ddl-option-composition/specs.md	packages/libmylite/tests/mysql_baseline_table_ddl_option_composition_expectations.sh	packages/libmylite/tests/parser_ddl_table_test.c	-	pr-native;nightly-mysql
claim-0180	fb31a4ddd678a68a	mysql	docs/specs/parser-corpus-ddl-constraint-option-placeholders/specs.md	packages/libmylite/tests/mysql_parser_corpus_ddl_constraint_option_placeholders_expectations.sh	packages/libmylite/tests/parser_corpus_ddl_constraint_option_placeholders_test.c	-	pr-native;nightly-mysql
claim-0181	e3e094f5b310d05b	mysql	docs/specs/baseline-create-table-select-lifecycle/specs.md	packages/libmylite/tests/mysql_baseline_create_table_select_lifecycle_expectations.sh	packages/libmylite/tests/runtime_create_table_select_lifecycle_test.c	-	pr-native;nightly-mysql
claim-0182	2ff606c598fc9cff	mysql	docs/specs/baseline-key-aware-alter-change-modify/specs.md	packages/libmylite/tests/mysql_baseline_key_aware_alter_change_modify_expectations.sh	packages/libmylite/tests/runtime_alter_table_change_column_lifecycle_test.c	-	pr-native;nightly-mysql
claim-0183	1856c47297859068	mysql	docs/specs/baseline-alter-table-default-charset-collation/specs.md	packages/libmylite/tests/mysql_baseline_alter_table_default_charset_collation_expectations.sh	packages/libmylite/tests/runtime_alter_table_default_charset_collation_test.c	-	pr-native;nightly-mysql
claim-0184	c400548717fcc85f	mysql	docs/specs/baseline-secondary-index-lifecycle/specs.md	packages/libmylite/tests/mysql_baseline_secondary_index_lifecycle_expectations.sh	packages/libmylite/tests/runtime_secondary_index_lifecycle_test.c	-	pr-native;nightly-mysql
claim-0185	1511842983c90f51	mysql	docs/specs/baseline-alter-check-constraint-lifecycle/specs.md	packages/libmylite/tests/mysql_baseline_alter_check_constraint_lifecycle_expectations.sh	packages/libmylite/tests/runtime_alter_check_constraint_lifecycle_test.c	-	pr-native;nightly-mysql
claim-0186	8419fb69b62f4bbe	mysql	docs/specs/baseline-foreign-key-set-null-actions/specs.md	packages/libmylite/tests/mysql_baseline_foreign_key_set_null_actions_expectations.sh	packages/libmylite/tests/runtime_foreign_key_checks_system_variable_test.c	-	pr-native;nightly-mysql
claim-0187	545d5eeaa2d638fa	mysql	docs/specs/baseline-functional-multivalued-index-diagnostics/specs.md	packages/libmylite/tests/mysql_baseline_functional_multivalued_index_expectations.sh	packages/libmylite/tests/runtime_functional_multivalued_index_diagnostics_test.c	-	pr-native;nightly-mysql
claim-0188	d35f9838b4d07349	mysql	docs/specs/baseline-spatial-measure-accessor-functions/specs.md	packages/libmylite/tests/mysql_baseline_spatial_measure_accessor_functions_expectations.sh	packages/libmylite/tests/runtime_spatial_measure_accessor_functions_test.c	-	pr-native;nightly-mysql
claim-0189	864c2638bfa8b2ad	mysql	docs/specs/baseline-spatial-distance-sphere-functions/specs.md	packages/libmylite/tests/mysql_baseline_spatial_measure_accessor_functions_expectations.sh	packages/libmylite/tests/runtime_spatial_measure_accessor_functions_test.c	-	pr-native;nightly-mysql
claim-0190	9f2834e708b2f7c5	mysql	docs/specs/baseline-spatial-collect-aggregate/specs.md	packages/libmylite/tests/mysql_baseline_spatial_collect_aggregate_expectations.sh	packages/libmylite/tests/runtime_spatial_collect_aggregate_test.c	-	pr-native;nightly-mysql
claim-0191	90011536749534dd	mysql	docs/specs/baseline-spatial-centroid-function/specs.md	packages/libmylite/tests/mysql_baseline_spatial_measure_accessor_functions_expectations.sh	packages/libmylite/tests/runtime_spatial_measure_accessor_functions_test.c	-	pr-native;nightly-mysql
claim-0192	b1e82466927706fe	mysql	docs/specs/baseline-spatial-convex-hull-function/specs.md	packages/libmylite/tests/mysql_baseline_spatial_measure_accessor_functions_expectations.sh	packages/libmylite/tests/runtime_spatial_measure_accessor_functions_test.c	-	pr-native;nightly-mysql
claim-0193	124fbcfa39591c13	mysql	docs/specs/baseline-spatial-discrete-distance-functions/specs.md	packages/libmylite/tests/mysql_baseline_spatial_measure_accessor_functions_expectations.sh	packages/libmylite/tests/runtime_spatial_measure_accessor_functions_test.c	-	pr-native;nightly-mysql
claim-0194	5458162ff72769d9	mysql	docs/specs/baseline-spatial-linestring-interpolation-functions/specs.md	packages/libmylite/tests/mysql_baseline_spatial_measure_accessor_functions_expectations.sh	packages/libmylite/tests/runtime_spatial_measure_accessor_functions_test.c	-	pr-native;nightly-mysql
claim-0195	c7554b001dd3e878	mysql	docs/specs/baseline-spatial-simplify-function/specs.md	packages/libmylite/tests/mysql_baseline_spatial_simplify_function_expectations.sh	packages/libmylite/tests/runtime_spatial_simplify_function_test.c	-	pr-native;nightly-mysql
claim-0196	5985408ed71afbd5	mysql	docs/specs/baseline-spatial-simplicity-function/specs.md	packages/libmylite/tests/mysql_baseline_spatial_simplicity_function_expectations.sh	packages/libmylite/tests/runtime_spatial_simplicity_function_test.c	-	pr-native;nightly-mysql
claim-0197	1e9da805e47ec352	mysql	docs/specs/baseline-spatial-validity-functions/specs.md	packages/libmylite/tests/mysql_baseline_spatial_validity_functions_expectations.sh	packages/libmylite/tests/runtime_spatial_validity_functions_test.c	-	pr-native;nightly-mysql
claim-0198	050e075c7c084c3e	mysql	docs/specs/baseline-spatial-disjoint-intersects-functions/specs.md	packages/libmylite/tests/mysql_baseline_spatial_disjoint_intersects_functions_expectations.sh	packages/libmylite/tests/runtime_spatial_disjoint_intersects_functions_test.c	-	pr-native;nightly-mysql
claim-0199	dbb8318df8c14566	mysql	docs/specs/baseline-spatial-contains-within-functions/specs.md	packages/libmylite/tests/mysql_baseline_spatial_contains_within_functions_expectations.sh	packages/libmylite/tests/runtime_spatial_contains_within_functions_test.c	-	pr-native;nightly-mysql
claim-0200	f00646c291ec94a7	mysql	docs/specs/baseline-spatial-equals-function/specs.md	packages/libmylite/tests/mysql_baseline_spatial_equals_function_expectations.sh	packages/libmylite/tests/runtime_spatial_equals_function_test.c	-	pr-native;nightly-mysql
claim-0201	4d66c05e7f3c7ed7	mysql	docs/specs/baseline-spatial-touches-function/specs.md	packages/libmylite/tests/mysql_baseline_spatial_touches_function_expectations.sh	packages/libmylite/tests/runtime_spatial_touches_function_test.c	-	pr-native;nightly-mysql
claim-0202	5566eb393e4bcc74	mysql	docs/specs/baseline-spatial-crosses-function/specs.md	packages/libmylite/tests/mysql_baseline_spatial_crosses_function_expectations.sh	packages/libmylite/tests/runtime_spatial_crosses_function_test.c	-	pr-native;nightly-mysql
claim-0203	9e11974a3d2621ad	mysql	docs/specs/baseline-spatial-overlaps-function/specs.md	packages/libmylite/tests/mysql_baseline_spatial_overlaps_function_expectations.sh	packages/libmylite/tests/runtime_spatial_overlaps_function_test.c	-	pr-native;nightly-mysql
claim-0204	61b4ae608dbf3457	mysql	docs/specs/baseline-integer-default-literals/specs.md	packages/libmylite/tests/mysql_baseline_integer_default_literals_expectations.sh	packages/libmylite/tests/runtime_integer_default_literals_test.c	-	pr-native;nightly-mysql
claim-0205	d576c82b37fb2fc3	mysql	docs/specs/baseline-zero-temporal-sql-modes/specs.md	packages/libmylite/tests/mysql_baseline_zero_temporal_sql_modes_expectations.sh	packages/libmylite/tests/runtime_zero_temporal_sql_modes_test.c	-	pr-native;nightly-mysql
claim-0206	1547290282d74420	mysql	docs/specs/baseline-binary-string-defaults/specs.md	packages/libmylite/tests/mysql_baseline_binary_string_defaults_expectations.sh	packages/libmylite/tests/runtime_binary_string_types_test.c	-	pr-native;nightly-mysql
claim-0207	2ffafd733475e1de	mysql	docs/specs/baseline-json-type/specs.md	packages/libmylite/tests/mysql_baseline_enum_type_expectations.sh	packages/libmylite/tests/runtime_json_type_test.c	-	pr-native;nightly-mysql
claim-0208	2281182bffc5cec4	mysql	docs/specs/baseline-information-schema-collation-character-set-applicability/specs.md	packages/libmylite/tests/mysql_baseline_information_schema_collation_applicability_expectations.sh	packages/libmylite/tests/runtime_show_character_set_collation_test.c	-	pr-native;nightly-mysql
claim-0209	106adf59cf802ddf	mysql	docs/specs/baseline-character-set-system-variables/specs.md	packages/libmylite/tests/mysql_baseline_character_set_system_variables_expectations.sh	packages/libmylite/tests/runtime_character_set_system_variables_test.c	-	pr-native;nightly-mysql
claim-0210	d299f4d9b45ff986	mysql	docs/specs/baseline-column-charset-collation-attributes/specs.md	packages/libmylite/tests/mysql_baseline_column_charset_collation_attributes_expectations.sh	packages/libmylite/tests/runtime_column_charset_collation_attributes_test.c	-	pr-native;nightly-mysql
claim-0211	af84b2bf398cfcf7	mysql	docs/specs/baseline-utf8mb4-0900-bin-collation/specs.md	packages/libmylite/tests/mysql_baseline_utf8mb4_0900_bin_collation_expectations.sh	packages/libmylite/tests/runtime_charset_collation_functions_test.c	-	pr-native;nightly-mysql
claim-0212	b200bc51f315f4f9	mysql	docs/specs/parser-corpus-variable-value-surfaces/specs.md	packages/libmylite/tests/mysql_parser_corpus_variable_value_surfaces_expectations.sh	packages/libmylite/tests/runtime_parser_corpus_variable_value_surfaces_test.c	-	pr-native;nightly-mysql
claim-0213	f2ddbd1745012598	mysql	docs/specs/baseline-sql-mode-session-state/specs.md	packages/libmylite/tests/mysql_baseline_sql_mode_session_state_expectations.sh	packages/libmylite/tests/runtime_sql_mode_system_variable_test.c	-	pr-native;nightly-mysql
claim-0214	2a02e8d1f2027ec1	mysql	docs/specs/baseline-row-bitwise-expressions/specs.md	packages/libmylite/tests/mysql_baseline_row_bitwise_expressions_expectations.sh	packages/libmylite/tests/runtime_row_bitwise_expressions_test.c	-	pr-native;nightly-mysql
claim-0215	c453b8d2b9cc9cb6	mysql	docs/specs/baseline-literal-left-string-comparison-predicates/specs.md	packages/libmylite/tests/mysql_baseline_where_and_predicates_expectations.sh	packages/libmylite/tests/runtime_where_and_predicates_test.c	-	pr-native;nightly-mysql
claim-0216	46554a1e11887468	mysql	docs/specs/baseline-row-bitwise-expressions/specs.md	packages/libmylite/tests/mysql_baseline_row_bitwise_expressions_expectations.sh	packages/libmylite/tests/runtime_row_bitwise_expressions_test.c	-	pr-native;nightly-mysql
claim-0217	3e6fd17b08096274	mysql	docs/specs/baseline-literal-left-string-comparison-predicates/specs.md	packages/libmylite/tests/mysql_baseline_where_and_predicates_expectations.sh	packages/libmylite/tests/runtime_where_and_predicates_test.c	-	pr-native;nightly-mysql
claim-0218	0d0398427a690245	mysql	docs/specs/baseline-literal-left-string-comparison-predicates/specs.md	packages/libmylite/tests/mysql_baseline_where_and_predicates_expectations.sh	packages/libmylite/tests/runtime_where_and_predicates_test.c	-	pr-native;nightly-mysql
claim-0219	58b2a0ac9bf7cedc	mysql	docs/specs/baseline-literal-left-string-comparison-predicates/specs.md	packages/libmylite/tests/mysql_baseline_where_and_predicates_expectations.sh	packages/libmylite/tests/runtime_where_and_predicates_test.c	-	pr-native;nightly-mysql
claim-0220	e6300270b0f22ddf	mysql	docs/specs/baseline-row-bitwise-expressions/specs.md	packages/libmylite/tests/mysql_baseline_row_bitwise_expressions_expectations.sh	packages/libmylite/tests/runtime_row_bitwise_expressions_test.c	-	pr-native;nightly-mysql
claim-0221	6ed7a213122422ad	mysql	docs/specs/baseline-literal-left-string-comparison-predicates/specs.md	packages/libmylite/tests/mysql_baseline_where_and_predicates_expectations.sh	packages/libmylite/tests/runtime_where_and_predicates_test.c	-	pr-native;nightly-mysql
claim-0222	00c0cf6d9cdd0581	mysql	docs/specs/baseline-literal-left-string-comparison-predicates/specs.md	packages/libmylite/tests/mysql_baseline_where_and_predicates_expectations.sh	packages/libmylite/tests/runtime_where_and_predicates_test.c	-	pr-native;nightly-mysql
claim-0223	bce2c5b529cfb3ec	mysql	docs/specs/baseline-row-arithmetic-predicates/specs.md	packages/libmylite/tests/mysql_baseline_where_and_predicates_expectations.sh	packages/libmylite/tests/runtime_where_and_predicates_test.c	-	pr-native;nightly-mysql
claim-0224	d3b8a786ffebd5b9	mysql	docs/specs/baseline-row-arithmetic-predicates/specs.md	packages/libmylite/tests/mysql_baseline_where_and_predicates_expectations.sh	packages/libmylite/tests/runtime_where_and_predicates_test.c	-	pr-native;nightly-mysql
claim-0225	017dfd8af820f3d7	mysql	docs/specs/baseline-row-arithmetic-predicates/specs.md	packages/libmylite/tests/mysql_baseline_where_and_predicates_expectations.sh	packages/libmylite/tests/runtime_where_and_predicates_test.c	-	pr-native;nightly-mysql
claim-0226	206096029fbdce86	mysql	docs/specs/baseline-row-arithmetic-predicates/specs.md	packages/libmylite/tests/mysql_baseline_where_and_predicates_expectations.sh	packages/libmylite/tests/runtime_where_and_predicates_test.c	-	pr-native;nightly-mysql
claim-0227	d66b98decae619a1	mysql	docs/specs/baseline-scalar-unary-arithmetic-projection/specs.md	packages/libmylite/tests/mysql_baseline_scalar_unary_arithmetic_projection_expectations.sh	packages/libmylite/tests/runtime_scalar_expression_projection_test.c	-	pr-native;nightly-mysql
claim-0228	86bca9cda17c74f9	mysql	docs/specs/baseline-row-arithmetic-predicates/specs.md	packages/libmylite/tests/mysql_baseline_where_and_predicates_expectations.sh	packages/libmylite/tests/runtime_where_and_predicates_test.c	-	pr-native;nightly-mysql
claim-0229	1c39a7f65a8b525b	mysql	docs/specs/baseline-user-variable-assignment-expressions/specs.md	packages/libmylite/tests/mysql_baseline_user_variables_expectations.sh	packages/libmylite/tests/runtime_user_variables_test.c	-	pr-native;nightly-mysql
claim-0230	610176f43ad29e29	mysql	docs/specs/baseline-update-constant-arithmetic-assignment/specs.md	packages/libmylite/tests/mysql_baseline_update_constant_arithmetic_assignment_expectations.sh	packages/libmylite/tests/runtime_update_arithmetic_assignment_test.c	-	pr-native;nightly-mysql
claim-0231	518c8ff0b6d4f3a9	mysql	docs/specs/baseline-literal-left-string-comparison-predicates/specs.md	packages/libmylite/tests/mysql_baseline_where_and_predicates_expectations.sh	packages/libmylite/tests/runtime_where_and_predicates_test.c	-	pr-native;nightly-mysql
claim-0232	b00592b8f6cf63f2	mysql	docs/specs/baseline-row-bitwise-expressions/specs.md	packages/libmylite/tests/mysql_baseline_row_bitwise_expressions_expectations.sh	packages/libmylite/tests/runtime_row_bitwise_expressions_test.c	-	pr-native;nightly-mysql
claim-0233	3450af175091250a	mysql	docs/specs/baseline-abs-function/specs.md	packages/libmylite/tests/mysql_baseline_abs_function_expectations.sh	packages/libmylite/tests/runtime_abs_function_test.c	-	pr-native;nightly-mysql
claim-0234	e183bf888d13ee44	mysql	docs/specs/baseline-sign-function/specs.md	packages/libmylite/tests/mysql_baseline_sign_function_expectations.sh	packages/libmylite/tests/runtime_sign_function_test.c	-	pr-native;nightly-mysql
claim-0235	dfb0a31bd2b83524	mysql	docs/specs/baseline-ceil-floor-functions/specs.md	packages/libmylite/tests/mysql_baseline_ceil_floor_functions_expectations.sh	packages/libmylite/tests/runtime_ceil_floor_functions_test.c	-	pr-native;nightly-mysql
claim-0236	a5eb881d51e32e5d	mysql	docs/specs/baseline-ceil-floor-functions/specs.md	packages/libmylite/tests/mysql_baseline_ceil_floor_functions_expectations.sh	packages/libmylite/tests/runtime_ceil_floor_functions_test.c	-	pr-native;nightly-mysql
claim-0237	a4cdf05d0db5470b	mysql	docs/specs/baseline-ceil-floor-functions/specs.md	packages/libmylite/tests/mysql_baseline_ceil_floor_functions_expectations.sh	packages/libmylite/tests/runtime_ceil_floor_functions_test.c	-	pr-native;nightly-mysql
claim-0238	45b200cb89973952	mysql	docs/specs/baseline-round-places-function/specs.md	packages/libmylite/tests/mysql_baseline_round_function_expectations.sh	packages/libmylite/tests/runtime_round_function_test.c	-	pr-native;nightly-mysql
claim-0239	d2a86d8dc73dd1fd	mysql	docs/specs/baseline-row-base-conversion-functions/specs.md	packages/libmylite/tests/mysql_baseline_bin_oct_functions_expectations.sh	packages/libmylite/tests/runtime_bin_oct_functions_test.c	-	pr-native;nightly-mysql
claim-0240	71c9e3cc02d6fd56	mysql	docs/specs/baseline-row-base-conversion-functions/specs.md	packages/libmylite/tests/mysql_baseline_bin_oct_functions_expectations.sh	packages/libmylite/tests/runtime_bin_oct_functions_test.c	-	pr-native;nightly-mysql
claim-0241	5551bd67423c7cec	mysql	docs/specs/baseline-row-base-conversion-functions/specs.md	packages/libmylite/tests/mysql_baseline_conv_function_expectations.sh	packages/libmylite/tests/runtime_conv_function_test.c	-	pr-native;nightly-mysql
claim-0242	add505ce8a042b1b	mysql	docs/specs/baseline-row-numeric-extra-functions/specs.md	packages/libmylite/tests/mysql_baseline_numeric_format_truncate_crc32_expectations.sh	packages/libmylite/tests/runtime_numeric_format_truncate_crc32_test.c	-	pr-native;nightly-mysql
claim-0243	6057163b011b4b43	mysql	docs/specs/baseline-sqrt-function/specs.md	packages/libmylite/tests/mysql_baseline_sqrt_function_expectations.sh	packages/libmylite/tests/runtime_sqrt_function_test.c	-	pr-native;nightly-mysql
claim-0244	8d1493d521725cd9	mysql	docs/specs/baseline-acos-asin-functions/specs.md	packages/libmylite/tests/mysql_baseline_acos_asin_functions_expectations.sh	packages/libmylite/tests/runtime_acos_asin_functions_test.c	-	pr-native;nightly-mysql
claim-0245	189f82ba7ac7b969	mysql	docs/specs/baseline-acos-asin-functions/specs.md	packages/libmylite/tests/mysql_baseline_acos_asin_functions_expectations.sh	packages/libmylite/tests/runtime_acos_asin_functions_test.c	-	pr-native;nightly-mysql
claim-0246	cf2b7d9bd47d85fb	mysql	docs/specs/baseline-atan-functions/specs.md	packages/libmylite/tests/mysql_baseline_atan_functions_expectations.sh	packages/libmylite/tests/runtime_atan_functions_test.c	-	pr-native;nightly-mysql
claim-0247	ee7b37a30f9aa72e	mysql	docs/specs/baseline-degrees-radians-functions/specs.md	packages/libmylite/tests/mysql_baseline_degrees_radians_functions_expectations.sh	packages/libmylite/tests/runtime_degrees_radians_functions_test.c	-	pr-native;nightly-mysql
claim-0248	1eae8fa57bb8be75	mysql	docs/specs/baseline-degrees-radians-functions/specs.md	packages/libmylite/tests/mysql_baseline_degrees_radians_functions_expectations.sh	packages/libmylite/tests/runtime_degrees_radians_functions_test.c	-	pr-native;nightly-mysql
claim-0249	75f0c8af93877afa	mysql	docs/specs/baseline-tableless-select-scalar-where-expressions/specs.md	packages/libmylite/tests/mysql_baseline_insert_select_dual_scalar_where_expectations.sh	packages/libmylite/tests/runtime_select_row_scalar_predicates_test.c	-	pr-native;nightly-mysql
claim-0250	f36bab00f5665432	mysql	docs/specs/baseline-tableless-select-scalar-where-expressions/specs.md	packages/libmylite/tests/mysql_baseline_insert_select_dual_scalar_where_expectations.sh	packages/libmylite/tests/runtime_select_row_scalar_predicates_test.c	-	pr-native;nightly-mysql
claim-0251	7a6a0b984f0b6ac6	mysql	docs/specs/baseline-cast-binary/specs.md	packages/libmylite/tests/mysql_baseline_cast_binary_expectations.sh	packages/libmylite/tests/runtime_row_cast_convert_projection_test.c	-	pr-native;nightly-mysql
claim-0252	e3576f549273c6ea	mysql	docs/specs/drupal-entity-kernel-compatibility/specs.md	packages/libmylite/tests/mysql_drupal_entity_kernel_compatibility_expectations.sh	packages/libmylite/tests/runtime_case_operator_test.c	-	pr-native;nightly-mysql
claim-0253	059e32d115c5aaf1	mysql	docs/specs/baseline-row-arithmetic-predicates/specs.md	packages/libmylite/tests/mysql_baseline_where_and_predicates_expectations.sh	packages/libmylite/tests/runtime_where_and_predicates_test.c	-	pr-native;nightly-mysql
claim-0254	892842f4a6a63973	mysql	docs/specs/baseline-exists-subquery-predicates/specs.md	packages/libmylite/tests/mysql_baseline_exists_subquery_predicates_expectations.sh	packages/libmylite/tests/runtime_exists_subquery_predicates_test.c	-	pr-native;nightly-mysql
claim-0255	768cf962c7cb8fb5	mysql	docs/specs/baseline-update-subquery-predicates/specs.md	packages/libmylite/tests/mysql_baseline_update_subquery_predicates_expectations.sh	packages/libmylite/tests/runtime_update_subquery_predicates_test.c	-	pr-native;nightly-mysql
claim-0256	f24791902caba578	mysql	docs/specs/baseline-quantified-subquery-predicates/specs.md	packages/libmylite/tests/mysql_baseline_quantified_subquery_predicates_expectations.sh	packages/libmylite/tests/runtime_quantified_subquery_predicates_test.c	-	pr-native;nightly-mysql
claim-0257	b150b94736a13b1b	mysql	docs/specs/baseline-row-arithmetic-predicates/specs.md	packages/libmylite/tests/mysql_baseline_where_and_predicates_expectations.sh	packages/libmylite/tests/runtime_where_and_predicates_test.c	-	pr-native;nightly-mysql
claim-0258	2ea2b55f663a8405	mysql	docs/specs/baseline-row-arithmetic-predicates/specs.md	packages/libmylite/tests/mysql_baseline_where_and_predicates_expectations.sh	packages/libmylite/tests/runtime_where_and_predicates_test.c	-	pr-native;nightly-mysql
claim-0259	2f330de024296682	mysql	docs/specs/baseline-comparison-result-is-predicates/specs.md	packages/libmylite/tests/mysql_parser_corpus_query_expression_clause_surfaces_expectations.sh	packages/libmylite/tests/runtime_parser_corpus_query_expression_clause_surfaces_test.c	-	pr-native;nightly-mysql
claim-0260	0a5b79756ed6b79a	mysql	docs/specs/baseline-comparison-result-is-predicates/specs.md	packages/libmylite/tests/mysql_parser_corpus_query_expression_clause_surfaces_expectations.sh	packages/libmylite/tests/runtime_parser_corpus_query_expression_clause_surfaces_test.c	-	pr-native;nightly-mysql
claim-0261	25fb785dcc8f4db5	mysql	docs/specs/baseline-expression-collate-predicates/specs.md	packages/libmylite/tests/mysql_baseline_expression_collate_predicates_expectations.sh	packages/libmylite/tests/runtime_expression_collate_predicates_test.c	-	pr-native;nightly-mysql
claim-0262	fa0c49fa1259c2b6	mysql	docs/specs/baseline-tableless-select-scalar-where-expressions/specs.md	packages/libmylite/tests/mysql_baseline_insert_select_dual_scalar_where_expectations.sh	packages/libmylite/tests/runtime_select_row_scalar_predicates_test.c	-	pr-native;nightly-mysql
claim-0263	629b77c81ea8b426	mysql	docs/specs/baseline-tableless-select-scalar-where-expressions/specs.md	packages/libmylite/tests/mysql_baseline_insert_select_dual_scalar_where_expectations.sh	packages/libmylite/tests/runtime_select_row_scalar_predicates_test.c	-	pr-native;nightly-mysql
claim-0264	9ac2b5eb205acc83	mysql	docs/specs/baseline-exists-subquery-predicates/specs.md	packages/libmylite/tests/mysql_baseline_exists_subquery_predicates_expectations.sh	packages/libmylite/tests/runtime_exists_subquery_predicates_test.c	-	pr-native;nightly-mysql
claim-0265	d5576b42703e9392	mysql	docs/specs/baseline-update-subquery-predicates/specs.md	packages/libmylite/tests/mysql_baseline_update_subquery_predicates_expectations.sh	packages/libmylite/tests/runtime_update_subquery_predicates_test.c	-	pr-native;nightly-mysql
claim-0266	72f5360f6ac9f8e1	mysql	docs/specs/baseline-like-predicates/specs.md	packages/libmylite/tests/mysql_baseline_like_predicates_expectations.sh	packages/libmylite/tests/runtime_like_predicates_test.c	-	pr-native;nightly-mysql
claim-0267	f296906ac18cdff8	mysql	docs/specs/baseline-regexp-rlike-predicates/specs.md	packages/libmylite/tests/mysql_baseline_regexp_rlike_predicates_expectations.sh	packages/libmylite/tests/runtime_regexp_rlike_predicates_test.c	-	pr-native;nightly-mysql
claim-0268	1e99c8e1ec9b4b6e	mysql	docs/specs/baseline-tableless-select-scalar-where-expressions/specs.md	packages/libmylite/tests/mysql_baseline_insert_select_dual_scalar_where_expectations.sh	packages/libmylite/tests/runtime_select_row_scalar_predicates_test.c	-	pr-native;nightly-mysql
claim-0269	79ebd2c9eba7baf1	mysql	docs/specs/baseline-regexp-rlike-predicates/specs.md	packages/libmylite/tests/mysql_baseline_regexp_rlike_predicates_expectations.sh	packages/libmylite/tests/runtime_regexp_rlike_predicates_test.c	-	pr-native;nightly-mysql
claim-0270	706690c83ec0f332	mysql	docs/specs/baseline-regexp-rlike-predicates/specs.md	packages/libmylite/tests/mysql_baseline_regexp_rlike_predicates_expectations.sh	packages/libmylite/tests/runtime_regexp_rlike_predicates_test.c	-	pr-native;nightly-mysql
claim-0271	079fbd0cd938af19	mysql	docs/specs/baseline-tableless-select-scalar-where-expressions/specs.md	packages/libmylite/tests/mysql_baseline_insert_select_dual_scalar_where_expectations.sh	packages/libmylite/tests/runtime_select_row_scalar_predicates_test.c	-	pr-native;nightly-mysql
claim-0272	f02541fb6e61d885	mysql	docs/specs/baseline-row-bitwise-expressions/specs.md	packages/libmylite/tests/mysql_baseline_row_bitwise_expressions_expectations.sh	packages/libmylite/tests/runtime_row_bitwise_expressions_test.c	-	pr-native;nightly-mysql
claim-0273	969d00f3bb969946	mysql	docs/specs/baseline-row-bitwise-expressions/specs.md	packages/libmylite/tests/mysql_baseline_row_bitwise_expressions_expectations.sh	packages/libmylite/tests/runtime_row_bitwise_expressions_test.c	-	pr-native;nightly-mysql
